patent_number,text,promising
9259179,change circuitry component device element embodiment energy measurement method movement parameter power sensor source storage system,1
11116407,assessment camera capture device image information measurement method patient range surface system value,0
8522358,form identity indication information message query request service system,0
9836583,adherence delivery dosage effect housing identity input interface medication module monitor output pill plurality sensor store system,1
11052221,analysis condition determination determine device frequency motion platform signal value,0
8994537,compliance detection detector field hand sensor station system view,1
8438182,file identification index patient,1
10402839,drug embodiment factor index method period plurality sample system time,0
8719202,device exercise medium method monitoring part plan result time user,1
11035861,blood determination determine diagnosis disclosure disease function method rate sample treatment,0
10436784,control event invention measurement method patient plurality radiation tissue,0
10832809,apparatus case cost disclosure element embodiment management method model plurality processing system,0
10534895,computer drug indication information list method model patient probability processor product program system target therapy treatment,0
10398362,basis control controller detector device management measure measurement method mode operation sample signal substance system test,0
10706958,document embodiment image interaction invention method patient portion process question record source system treatment use,0
8731971,computer content database embodiment entity healthcare identifier information invention item management record step system time type,0
10034791,care combination compliance device element equipment feedback generate health information measurement mechanism method monitoring processor provider quality remote system,1
11017116,application control device element field function interface method request result secure storage user,0
9844676,communication component criterion determination device example field information response service system technique transmit,1
10910094,classification computer decision generation image interface machine network output patient pattern process region result set support system tissue unit,0
8825680,apparatus care computer device display facility image imaging indication medium method network patient search storage system,1
9694496,care device disclosure environment health instruction location patient perform processor record task user,0
10470701,change condition display end form health indicator monitoring parameter patient plurality projection system value,0
10636517,access application care client computer device field healthcare plan technology text time,0
8712797,area determine disclosure display drug example information method pharmacy request response system user,0
10474792,claim healthcare processing system,0
9405714,analysis apparatus communication device management method process request sensor user,0
10319475,accordance apparatus assessment combination computer condition determine effect embodiment medication method network plurality processor relationship report response state substance use,1
10157536,amount application assessment assistance computer indication management member outcome patient plan platform position request room system task time,1
9529969,application client cloud code database device event health information invention item management monitoring number patient profile response server software system time treatment,0
10188325,accordance detector device feedback method system target time tissue unit value,0
10515722,access comparison determination equipment factor function generate group mechanism medication method period score system type use user,0
8988228,accordance action disclosure dispenser hand identifier indicator memory module network plurality processor record sensor transmit user,1
9360343,computer method monitoring position product program sensor system use user,1
9355219,care control device function health input interface medication output patient system,1
10259578,emergency input method system unit,0
10702205,activity apparatus compliance computer exercise indicator invention message method monitoring motion movement patient question response screen sensor status temperature value,0
10568583,blood change combination communication condition device frequency method parameter patient pressure sensor system time value volume,0
8761940,blood delivery device hand infusion input insulin interface level management module parameter plurality provide structure support system target therapy time user value,1
8355926,area assessment health level model performance process program result,1
9025728,display element interface list parameter patient plurality protocol record selection step task user,1
9033887,detection feature machine mode patient position region series tissue,1
9824691,computer database field method population record user value,1
10111632,cancer classification detection feature image method network ray sample system,1
10299862,combination condition field flow function heart location measurement model parameter pattern pressure system time,0
9218661,analysis detection feature image object patient plurality subject system,0
9477813,assessment care device evaluation feature method plurality point,0
10786225,aspect blood method system tissue type vessel,0
8935431,access application device disclosure embodiment file interface management modality network node plurality protocol storage structure system,1
10339464,machine method prediction set system technique test training,0
10092236,device display emergency indication information interface level parameter sensor service system,0
10891778,apparatus dataset disclosure embodiment example field generate image input label method model network plurality portion processing processor resonance structure system,0
11154240,client device engine entry function generate label method module output plurality process server system training transmit user,0
10827929,analysis change communication condition device disclosure embodiment example information instruction model performance prescription protocol study system time,0
10997716,agent contrast image imaging input method network reference,0
8442624,activity comparison condition detection detector heart indicator message monitor performance process processor provide response signal system time value,0
9589336,comparison device embodiment examination field image information method movement object projection ray source surface view,1
10789034,apparatus application change circuitry content control device display information mechanism method platform power provide provider signal system technique,0
10111598,activity device identification location method plurality signal source system,0
10782378,dataset generate image method motion network resonance space subject,0
10506972,action activity blood computer device information measure memory parameter part rule sensor set target time unit user value,0
9185087,communication device example information method motion movement period sensor system technique time value,1
9501626,access alarm circuit component device frequency input interface machine mechanism number object party pill sensor storage time user wireless,1
9270825,agent assessment capture communication contact device embodiment feedback generate interaction level network region system target time unit use video,0
9553486,activity circuit circuitry communication device health information measure monitoring power sensor structure system user,1
10687781,blood computer device flow measure method monitoring parameter patient portion process sensor system,0
10786169,activity case cause condition device electrode plurality processor response selection signal,0
9474452,component indicator level method monitoring number parameter plurality region state subject system value,0
10299992,case communication container device mechanism method module number pill plurality response signal system,0
9195804,circuit computer connection control group identification item medication module number protocol sensor status storage,1
9510756,diagnosis disorder feature image method patient resonance series state system,1
9339188,activity analysis circuitry communication device feedback health information measure method monitoring power source storage system tool,1
10553315,care embodiment engine event health monitor patient plurality process processing provider type,0
10580524,capture care computer embodiment entity example field frequency measure medium method pattern performance population power record sequence system term value,1
9591121,communication condition detection device function information interface method output processor support temperature,0
10357195,camera component condition detection event health heart information input level module monitoring network rate risk sensor system technology time,1
8595553,base equipment group identification location message mode part pattern request service system technique type use,0
10636012,configuration criterion determination drug identifier method notification patient plan prescription system time treatment,0
11123040,apparatus computer feature frequency injection instruction memory method mode patient perform plurality position processor signal time,0
10463295,alert circuitry comparison device event example generate multi parameter patient period plurality prediction processing score system therapy value,0
10242085,component dataset function group index information node patient plurality portion processor property set system,0
8494244,acquisition analysis blood computer condition detector energy image interest level patient ray region source system vessel,1
9901516,communication control form health information management measure medication module monitoring network parameter pill plurality store system,0
9165363,capture control device display image input location measurement memory method operation output part process result series store time unit vector,0
10905335,aspect assistance component device emergency field indication level method monitoring parameter perform person service system treatment,0
9233179,contact monitor operation order presence sensor source system transmit,0
10740438,activity care communication dataset device disorder embodiment intervention method parameter plan session system use user,0
9265473,accordance agent analysis condition contrast distribution embodiment flow invention method network patient portion pressure rate tag,1
9613519,accordance circuit disclosure dispenser event hand information location memory module plurality room server store system time transmit user,0
10265029,application detection embodiment event feature interest knowledge method model monitoring pattern range segment system time,1
10194871,circuit control health information location module monitoring plurality system user,0
8856158,computer device method request result search security step system user,0
10610193,body controller element image location monitoring patient section surface system target,0
9208661,application caregiver computer context event health information level memory part patient structure system,0
10714215,association attribute code container content device dosage image information medication memory monitoring processor program step system unit,0
9302035,blood code command communication control controller device flow fluid identifier parameter power processing pump security signal system unit,1
10573415,access communication data database dataset device generate group intervention network outcome patient point processor report source system therapy time,0
11039053,apparatus capture device environment image level location method plurality processing representation sensor user,0
9489493,care database health information location method patient period prescription product provider record station system time,0
10493350,feedback input patient plurality signal system target therapy,1
11083562,device imaging method part patient portion representation,0
10265022,body collection device display measurement module part processing sensor user,0
11045135,apparatus determination method number prediction presence risk score sequence,0
8929632,blood change contrast flow image method output parameter pixel point reference sequence time value,1
10799209,command embodiment flow group imaging method modality multi pressure processing reference system,1
11004562,capture communication connection controller data device event function output patient processing program record server store system,0
8630872,action application care condition health information management plan point status task user,0
10460835,component device equipment example identifier identity management medium method patient provider record storage system,0
10695023,blood diagnosis disease method status tissue treatment use vessel,0
10798339,apparatus aspect communication computer instruction interface management memory network signal store transmission unit,0
10687917,application care embodiment health image input location model patient point position ray space,0
10841286,access apparatus communication control database device facility health identity location method node patient record secure security system technology time transmission,1
9839391,analysis area container delivery drug example fluid image injection insulin operation process software system,1
9274037,acquisition data energy evaluation image method projection ray record region system value,1
9204798,activity analysis circuitry communication database device feedback health information measure monitoring power source storage system tool,0
10172555,body device member motion sensor unit,0
9155682,caregiver code command comparison controller identifier mechanism medication patient,1
10500084,device disclosure fluid interface method monitor presence state surface system user,1
10748438,blood flow image input level map method model patient position region representation system temperature therapy user,0
9636034,body detection example field interaction part processor response signal source system target,0
8886296,algorithm analysis classification determination disclosure example signal,1
9400317,acquisition method motion period plurality resonance selection set system time volume,0
10910105,analysis base computer condition disorder identification language method monitoring patient product program rate response system text treatment use vector,0
9501620,blood brain contrast disease evaluation flow imaging interest method model parameter patient rate resonance sequence set signal system unit use value vessel volume,1
10002419,feature image information interest model region volume,1
10010471,activity collection condition contact disclosure environment property provide sensor surface,0
10470738,basis capture device examination feature image interest method parameter range region system unit,0
10338091,base communication detection example module range system unit,0
10402535,blood flow image method model parameter patient procedure result system tissue,0
10143385,accordance algorithm apparatus condition criterion device event generate group heart index indicator input method patient plurality probability risk signal status use,0
8976022,apparatus body computer controller function identification medium network product program system transmission unit vector wireless,1
9392939,activity base circuitry communication comparison database device feedback health information measure method monitor monitoring parameter power provide sensor source storage system,1
9582916,apparatus candidate image method modality plurality representation source system target training value,0
9344437,communication computer device identifier intervention invention medium message method module network portion security system,1
9364147,device image indication instruction patient processor system,1
11017904,blood flow method model patient portion representation system treatment,1
9808404,alert device information location mechanism output processor store system task time user,0
9687199,image imaging input machine module output portion process result sample system,1
8983571,body energy image information interest method plurality ray region section,0
10575915,access identifier information instrument location platform plurality procedure room software system,0
8620931,function method value,1
11126270,action control determination device indication indicator input method mode portion procedure system technique,0
10950340,access application condition database measurement process product program step unit,0
9489703,application area camera entity feedback generation image management output parameter resource result test use,1
10130309,input measurement method object output parameter plurality signal surface system,0
10223504,administration apparatus communication computer database embodiment event identification indication information interface invention location management mechanism medication method pharmacy prescription processing program schedule system technology therapy treatment,0
10910099,application classification detection image location machine network output region segment task training view,0
9700276,candidate computer image location multi object plurality representation sequence,0
11159621,control device environment management method monitoring sensor system,0
10874469,acquisition control equipment image interface method operation plurality remote result system user,0
10937547,activity assessment determine environment level location method position power processing sensor subject,0
9747653,access application computer data device embodiment message method order product program provide record sign storage system unit,0
9615809,apparatus association display image information method period processor screen section,1
9058634,association case controller device end method module party plurality pressure pump therapy user,1
9842190,area display information interface level location plurality region system user,0
10874343,brain classification diagnosis disclosure input method model multi parameter process response system target task value,0
10202652,activity cancer cell disease drug effect end invention method point response test treatment,0
10141073,acquisition device information measure method parameter processor quality response sensor system value,0
10789706,acquisition assessment body collection energy machine method model parameter patient processing system training transmission value,0
10847264,component disclosure display event example management method modality module multi operation plurality procedure resource step system,1
9886592,alert communication computer device information interface mechanism module network person remote request secure software store system user,0
10631743,activity application blood device effect environment exercise heart information location party pressure rate record state system user,0
9398854,activity base circuitry communication comparison database device feedback health information measure monitor monitoring parameter power provide sensor source storage system,1
10251563,apparatus condition criterion device event generate group heart indicator method patient plurality signal status target,0
10062457,aspect comparison data device event interface machine medium method monitoring notification patient plurality system user,0
9984209,control device example input interface method operation parameter range response target therapy user value,0
9436277,action attribute computer contact control method output sensor series signal system,1
10092213,body computer data device embodiment evaluation examination image interface method model position record representation,1
10304198,accordance aspect disease image interest portion probability region report value volume,1
9659409,action body control device examination function method modality mode model output parameter part patient portion representation,1
8953837,accordance body device examination instruction method movement patient reference system,1
9706923,communication device frame frequency medium method network patient pattern plurality protocol sensor signal structure system time transmission transmit wireless,0
10242278,analysis area detection device evaluation image method pattern unit,0
10706533,classification detection device diagnosis element generate image method number pattern system,0
9962142,case change configuration disclosure embodiment field flow image medium method motion rate,0
10978181,assessment health measure module plurality processing sample state system,0
10244975,assessment database device disclosure disorder display health input method processor response score state subject system,0
10603006,event generate method parameter system,0
8751261,cost database device embodiment method model parameter patient plurality probability reference response selection system type,0
10984351,activity alert determine effect information monitor monitoring output result store system task user,0
10846630,communication device display information level network system user,0
10182771,acquisition camera determine end image location method profile range response system target time,0
8830308,apparatus computer controller display feature image information management medium method operation processor reference screen series storage store unit,0
10187433,communication connection determine device equipment machine method network parameter session system technology transmission transmit video wireless,0
9854370,application control device example function interface method remote signal system tag,0
9563743,blood information management method notification system,0
10769181,communication data device event health information memory method network notification product system,0
11154195,access communication device element function information monitor monitoring remote sign system,0
10406303,environment health information invention location map medication module number parameter processing property sensor system time user,0
11173222,collection control feedback index information invention parameter performance product sensor source surface system time tool treatment use,0
9861308,base computer condition evaluation generate heart indication information knowledge method model output period rate record relationship sample sequence subject system time training,0
10827983,activity assessment heart index location method model outcome patient plurality processing response result risk software stimulation system,0
10244983,body communication control device electrode form method part region result unit user wireless,0
8837683,access base care communication database device emergency health hospital information input level location message network point profile response sign software store system transmit unit user wireless,1
10307109,algorithm device function invention network parameter prediction profile space state time,0
10194862,blood device display health information monitoring parameter provide result sample sensor test unit,1
10762630,classification detection feature image imaging interest machine method multi processor region structure system,0
11116898,communication delivery device generate instruction insulin level measurement memory patient pump sensor signal store system,0
10966679,analysis apparatus basis blood condition contrast diagnosis evaluation flow image map parameter pixel range set target time value vessel volume,0
11158423,accordance detection information input management marker plan plurality population processing program recommendation system therapy,0
11017885,collection device file information monitoring process result server site system test,0
9477810,contact dosage drug form identification identifier image invention product surface system unit,0
10182769,device information management method object sensor,0
8688477,activity computer determine drug indicator instruction method number patient pharmacy prescription product program score substance system use value,0
10441214,adherence apparatus compliance computer container embodiment medication method monitor pressure processor response result sensor state system user,0
11202569,access cause command condition controller device monitor patient perform remote response sensor signal status system test time transmit,0
9026147,communication database device location method movement position server state system time use,1
10204117,access communication database generate identification image information instruction system,0
10631792,indicator method model parameter patient probability system,0
9883365,blood communication control controller device display heart pressure processor rate response sensor state temperature volume,0
9519847,apparatus basis command communication comparison computer container control device information label machine network patient processing product remote security storage test,0
9384549,comparison device heart location method output period processing reference region signal,1
11164670,accordance apparatus area attribute device disclosure display feature image interest method plurality system user,0
11090419,apparatus blood cause change condition device sensor state storage store time treatment value,0
9305218,apparatus attribute capture comparison database instrument method module plurality reference score system,1
11181541,analysis apparatus container information instruction label location method processing processor sample station system,0
10236079,access computer example indication information medium memory portion request response system user,0
10777310,cell device method order processing system,0
11024430,method representation system,0
9011607,access alarm area body combination computer control determine device equipment event fluid group interaction level medium member monitoring movement object part portion process report system,1
11179040,circuit condition device monitoring plurality region sensor signal surface unit user,0
10694990,analysis application computer group interaction interface level performance population result sample score study subject system target technique technology therapy,0
9282894,body collection computer database determine device feature hospital information interface invention module outcome patient presence procedure process response sign storage store system,1
9678636,modality provider service technique type,1
10349902,apparatus communication device example method power range rate remote sensor signal,0
10786196,analysis apparatus care content control display event method plurality processor reference screen time,0
11013451,analysis detector device disorder display marker movement period point reference score system time,0
8629888,apparatus body device disclosure environment image imaging information input location method procedure region representation response segment user view,0
9098604,alarm event method monitor number patient response score step system time,1
9019098,communication comparison control instruction result storage store system transmission transmit unit wireless,1
8803688,action apparatus circuitry contact device embodiment event monitoring person response system,0
11062796,collection control environment generation information invention method module plurality record server service storage system,0
10313440,communication control database device information location management method plurality program request service space store system tag time transmission unit user,0
10835121,determine device health information memory processor status system transmit treatment,0
9861545,care change condition control device processor sensor system,0
10395328,client criterion method performance plurality report request search server system transmit user,1
9819843,collection device display evaluation event example field frame image location method storage system transmission view,0
9889063,compliance computer controller device end memory method part patient sensor session system therapy use,0
9165112,apparatus display fluid method mode object operation screen state system treatment,1
9406212,accordance activity area code communication computer control device equipment event form image monitoring period process processing product program sensor system time,1
9554754,attribute classification client computer disease exercise interaction management method program system,0
10758190,device display heart imaging method patient representation system test,0
10820832,alert analysis application communication component detection device disease example frequency interface method party platform process profile software system,0
9737228,detection event information memory portion signal storage store system target,1
10660590,computer connection device embodiment imaging region unit,0
8521125,communication device disclosure embodiment emergency example information location method patient plurality point reference system time,1
9547897,code computer medium method model parameter patient prediction program system type,1
10813583,body determination device disclosure feature function index measurement motion parameter plurality prediction result series state subject time value,0
10636146,blood determine flow image method model patient pressure processing rate region system,0
9092705,device information invention method output status therapy transmission,1
9798856,device display generate image information method processing processor representation sample,0
9971876,analysis area capture computer database device feature food image management method operation processing region segment system type,0
10974053,application cause device example instruction management memory processor request response system transmit user,0
10275573,blood configuration control data delivery device disease display function information input insulin interface level management monitor operation patient pump screen status system user value,0
9357913,acquisition cause control display image information medium method processing program storage unit value volume,0
8294570,area body computer emergency field generate information input instruction interface intervention patient protocol response system tool,1
9993226,administration body connection controller detection device end hand location method part point prescription processor sensor surface,0
8983637,action activity data database determination information output party probability report source system,1
9744364,apparatus command configuration criterion detection device entry method monitoring record storage store system transmit use,0
10474793,action apparatus delivery feedback generate invention knowledge memory method output plan platform processor profile sensor storage system therapy user,0
9817949,classification computer determine feature group model point prediction state status technique term text,1
10633713,analysis application cancer cell classification condition determine disclosure embodiment example method pattern sample time,0
10126909,access capture device display element health information interface list mode number record representation screen segment selection storage system user view,0
10349910,apparatus area blood computer image measure method plurality section segment structure subject system vessel,0
9457145,blood control delivery device disclosure embodiment insulin method system use value,0
10297022,analysis basis function image method object representation series structure surface system target volume,1
8669863,alert control drug health information location medication sensor status storage temperature unit user,1
8968197,computer condition method processing processor product program resource sensor state system time user,1
10556113,embodiment example heart image method patient pattern surface system,1
9962093,camera computer criterion image method product region sensor system temperature,0
10842923,blood condition emergency entity function health information machine module motion notification part patient processing remote response sensor status treatment,0
10831996,analysis apparatus computer database device embodiment information input language method pattern processing program sequence text,0
10950348,algorithm blood cancer cell classification computer drug feature label method patient response sample test training value,0
10292676,algorithm blood component computer feature image map method plurality probability processing quality use vessel,0
9767470,decision item medium method product response result series subject test,1
9582164,apparatus computer control controller device display embodiment information input interaction interface item method monitor operation perform plurality process program sensor state step,0
8886316,access accordance apparatus circuitry communication determination device interface measure measurement memory monitoring part perform protocol request value,1
10595726,apparatus base embodiment health location parameter sensor system user,1
10347377,care communication device disclosure environment example medication method,0
10667680,computer condition examination invention method number patient plan prediction product program schedule system time treatment,0
9730660,image input machine method model output pixel process quality radiation ray system training value,0
10354758,image method model patient result system therapy,0
10722169,cause condition detector determination device element example housing module movement patient portion pressure state stimulation therapy time tissue,0
11017895,control device display image imaging parameter plurality processor selection source step subject system user,0
10776455,apparatus application device display dosage drug health information measurement message method order product schedule system use user,0
10255997,condition image information interface machine model part patient processing system tissue training use,0
11051777,diagnosis disease method monitoring selection software therapy tool use,0
10791987,administration function information medication method plurality risk system time,0
10794902,blood circuit control field method system use,0
9760830,agent contrast control determination examination image indicator invention method parameter quality region result structure system technology value,1
10722427,assistance case communication control device drug emergency generate pressure pump range system temperature user,1
10123741,condition detection example machine measurement message method model part pattern person system,0
10695478,data device generate machine method parameter patient record treatment type,0
10902606,heart image model search segment space surface system tissue unit vessel volume,0
11133109,disease feature heart image indication map method model object parameter presence space structure system volume,0
11189376,alert care event example facility health location memory method monitoring number operation patient pattern schedule sensor service status time,0
10363011,account case cloud command computer control device embodiment equipment examination generate image method order parameter patient program quality radiation reference region store system target,0
11113813,computer condition image method output person time,0
10936698,facility identity number part secure sensor station system video,1
10532139,action cause communication device identity machine module presence processor protocol range storage store system technology wireless,0
11164666,change exercise health healthcare information invention management method network party patient step system,0
10467379,detection determine device engine generate indicator information output process rule time value,0
11103204,device examination input interface operation order output patient process processing ray system time use,0
11069056,analysis apparatus assessment cancer computer condition determine diagnosis example generate health image instruction level memory method multi processor store system volume,0
9881135,group identification invention model person population presence risk type use,0
10667062,communication device equipment healthcare invention method server step system use user,0
10388282,command communication device embodiment entity generate message module output plurality processing result server wireless,0
10716513,activity analysis blood computer disease effect event flow fluid medium method model patient risk system vessel,0
8670998,computer device embodiment health information location method notification patient product program rule service system,0
10940094,base communication control entity form housing interface mechanism pill portion position,1
10970677,association client communication content interface order procedure reference system user,0
10702213,alert device display heart monitoring period remote risk score time transmission,1
11210346,apparatus command computer condition database engine entity generate machine medium method module program query response storage system term user,0
9933359,blood code determine device feature fluid identification indicator information result security test,0
10660578,method monitoring system therapy,0
11195622,basis change condition determine device effect event information medication notification order patient risk score sensor source,0
8914319,assessment care detection health method model outcome patient plurality risk target training,0
10803315,camera change device display embodiment food image indication information input instruction item memory method processor recommendation target user,0
10786676,brain circuitry device disorder monitoring movement multi node patient stimulation system target therapy,0
9271688,agent amount computer contrast energy example image method processing ray region signal system,1
11113661,care change communication device element facility healthcare input interface item location management method node remote representation storage store system,0
9986945,analysis determine device disease flow measurement rate record software system transmission transmit unit,0
11116403,apparatus communication connection method parameter plurality state system user value,0
10950329,assessment code computer module output set system,0
11081211,apparatus determine dosage drug factor level method model patient profile system target time treatment,0
10726846,assistance cause combination communication condition device environment health information input mode module monitoring output processing remote signal user,0
11191505,analysis blood brain image interface probability vessel,0
10726359,application combination computer database disclosure embodiment engine event machine medium model network party result search site,1
11198911,cancer classification method patient product protocol risk score system treatment,0
10395771,care computer determine environment evaluation examination feature frame identification motion number part pattern subject video,0
8757485,control database device disclosure generate method patient perform plurality prediction program representation response schedule store system task therapy type,1
11062214,account activity care facility health machine method model patient pattern step system transaction,0
10335083,electrode element end method monitoring region sensor system user,0
11100545,amount cost function health index interface order parameter user,0
9785755,database embodiment method model plan sensor set source state system,0
10675221,device embodiment identity medication method patient system time,0
11185474,computer control controller delivery energy instruction measurement patient rate system target time,0
8909592,amount decision determine embodiment method operation sensor,1
10551910,controller device disease display environment identity image method model outcome patient system treatment,0
10956612,access analysis device environment facility identification information party secure source storage system time transmission value view,0
9113776,access communication device healthcare interaction location monitor monitoring patient provider secure system,1
10643749,combination computer database disclosure embodiment engine event generate generation healthcare machine measure medium network party performance report search site system,1
10194208,apparatus code communication compliance content end health message method provider request set station system user,0
11053065,case housing plurality,0
11024427,analysis example health party portion result transaction,0
10475526,apparatus determine example facility generate identifier identity measure method monitoring pattern profile state subject system,0
11013932,accordance code communication control device disclosure disease generate information level method output pattern perform screen server service system therapy time,0
10548487,device module monitor sensor sign signal surface transmit user,0
10271797,change circuit condition detection event heart index method plurality processor sensor sequence signal system target,1
9886873,apparatus event method module plurality system training,1
10765379,alert circuit comparison event identification indicator information machine management method output patient process system user,0
11069441,area basis blood cause controller device display identification information input measurement method patient report result screen storage store value,0
9558323,analysis configuration distribution example interface method monitor rule status system tool view,1
10716519,assessment blood disclosure flow heart location method region risk system therapy vessel,0
10219698,acquisition facility healthcare mechanism monitor network patient representation sample system time wireless,0
10272200,association code communication delivery device identifier information input method part patient product server transmission user,1
8727980,healthcare information parameter provider record system time treatment,0
10319476,attribute client collection device engine flow healthcare hospital information item machine model patient plurality provider recommendation system tag transaction,1
11075910,communication device environment health information method network protocol secure sensor store system user,0
10402924,area care client condition detection embodiment health healthcare management method process relationship software system,0
10251593,body controller determination device function identifier method part patient pressure sensor server surface system time unit value wireless,0
10357185,alert apparatus detection determine embodiment energy motion movement object order parameter person position support system,1
10803149,communication device dosage invention medication method number parameter period platform program system therapy time wireless,0
11051769,application device image imaging system video,0
10762992,example healthcare interest machine question system use,0
10073701,accordance configuration controller element embodiment engine flow invention level machine memory method perform process processing resource state system task technique time vector,0
11042908,activity data evaluation health information item level risk service system user,0
10594715,apparatus application communication database determine device instruction interface memory method pattern processor,0
11123009,activity brain cause disclosure generate information intervention model output parameter period prediction processor sample session stimulation subject system time,0
10893988,apparatus configuration device emergency facility healthcare method patient station storage store support system use,0
11075992,action analysis assessment equipment method operation patient sensor site state system,0
10002235,communication determine device environment feedback healthcare management mode network operation resource technique value,0
9918651,analysis condition diagnosis display element event health method pattern signal technique,0
8314781,apparatus communication display embodiment hospital interface module network output plurality processor user,1
10891581,application indicator information management method storage system use user,0
11116899,device disclosure embodiment insulin interface management part system use,0
10817965,communication computer content context dataset decision device display event interface method network response source system unit user video,0
11207460,change condition container controller delivery device drug mechanism number sensor storage system user,0
10984893,computer determine disclosure document input interface memory model operation patient processor report system user value,0
