id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-11224782-B2,Physical activity monitoring and motivating with an electronic device ,Apple Inc.,"Jay K. Blahnik, Aled H. Williams, Anthony D'Auria, David S. Clark, Keith P. Avery, Eamon F. Gilravi, Molly P. Wiebe, Julie A. Arney",2017-06-04,2018-02-05,2022-01-18,2022-01-18,https://patents.google.com/patent/US11224782B2/en,https://patentimages.storage.googleapis.com/db/7b/ad/e740a096ba04fb/US11224782-20220118-D00000.png
US-9415220-B1,Auricular stimulation for inflammatory parasympathetic diseases ,"Synchromax, Inc.","Julio C챕sar Spinelli, Marco Peresini",2012-07-31,2013-07-31,2016-08-16,2016-08-16,https://patents.google.com/patent/US9415220B1/en,https://patentimages.storage.googleapis.com/aa/ea/59/b92bc51812fc75/US09415220-20160816-D00000.png
US-9409053-B1,Exercise data collection system ,"Bml Productions, Inc.",Eric Todd,2015-07-13,2015-07-13,2016-08-09,2016-08-09,https://patents.google.com/patent/US9409053B1/en,https://patentimages.storage.googleapis.com/9b/fe/aa/49ef429235b4cf/US09409053-20160809-D00000.png
US-10176642-B2,Systems and methods for computer assisted operation ,"Bao Tran, Ha Tran","Bao Tran, Ha Tran",2015-07-17,2017-03-06,2019-01-08,2019-01-08,https://patents.google.com/patent/US10176642B2/en,https://patentimages.storage.googleapis.com/bf/a5/79/2e0555e620518d/US10176642-20190108-D00000.png
US-10466726-B2,Technique for controlling equipment based on biometric information ,"Samsung Electronics Co., Ltd.","Byeong-hoon KWAK, Chang-Hyun Lee, Jae-Ho Jung, Yang-Wook Kim, Yong-Chan Lee",2015-12-09,2016-12-09,2019-11-05,2019-11-05,https://patents.google.com/patent/US10466726B2/en,https://patentimages.storage.googleapis.com/9c/2c/23/6ec929da370ba3/US10466726-20191105-D00000.png
US-9962082-B2,Method for measuring biometric information and electronic device performing the same ,"Samsung Electronics Co., Ltd.","Jin Kim, Hyung Rock JUNG, Hye Jung SEO, Cheol Ho Cheong, Jae Woong CHUN, Won Suk CHOI, Chang Ryong Heo",2015-06-19,2016-06-17,2018-05-08,2018-05-08,https://patents.google.com/patent/US9962082B2/en,https://patentimages.storage.googleapis.com/67/2e/6a/5621d628cfb9c7/US09962082-20180508-D00000.png
US-10010379-B1,Augmented reality viewing and tagging for medical procedures ,Novarad Corporation,"Wendell Arlen Gibby, Steven Todd Cvetko",2017-02-21,2017-02-21,2018-07-03,2018-07-03,https://patents.google.com/patent/US10010379B1/en,https://patentimages.storage.googleapis.com/96/c5/d1/56c6e093ccdd03/US10010379-20180703-D00000.png
US-9652992-B2,Personalized avatar responsive to user physical state and context ,Kc Holdings I,"Robert Louis Kaleal, III",2012-10-09,2015-11-19,2017-05-16,2017-05-16,https://patents.google.com/patent/US9652992B2/en,https://patentimages.storage.googleapis.com/c5/65/0b/0c355a0bd892f5/US09652992-20170516-D00000.png
US-9507886-B2,Multi-objective radiation therapy optimization method ,"Jason Fiege, Boyd McCurdy, Peter Potrebko, Andrew Cull, Heather Champion, Murphy Berzish","Jason Fiege, Boyd McCurdy, Peter Potrebko, Andrew Cull, Heather Champion, Murphy Berzish",2010-06-07,2011-06-07,2016-11-29,2016-11-29,https://patents.google.com/patent/US9507886B2/en,https://patentimages.storage.googleapis.com/e7/5b/0f/cae4abd72ec1c8/US09507886-20161129-D00000.png
US-10052062-B2,System and method for assistive gait intervention and fall prevention ,"Hrl Laboratories, Llc","Vincent De Sapio, Michael D. Howard, Suhas E. Chelian, Matthias ZIEGLER, Matthew E. Phillips, Kevin R. Martin, Heiko Hoffmann, David W. Payton",2015-02-12,2016-02-11,2018-08-21,2018-08-21,https://patents.google.com/patent/US10052062B2/en,https://patentimages.storage.googleapis.com/7f/2e/33/dd618593a7a701/US10052062-20180821-D00000.png
US-11210789-B2,Diabetic retinopathy recognition system based on fundus image ,"Shenzhen Sibionics Technology Co., Ltd., Shenzhen Sibright Technology Co., Ltd.","Juan Wang, Bin Xia, Yujing Bai, Xiaoxin LI, Zhigang Hu, Yu Zhao",2017-05-04,2017-08-04,2021-12-28,2021-12-28,https://patents.google.com/patent/US11210789B2/en,https://patentimages.storage.googleapis.com/8b/27/64/89e594c2cf52ef/US11210789-20211228-D00000.png
US-11081239-B2,System and method for creating computer interpretable guidelines using a knowledge acquisition and management tool ,Koninklijke Philips N.V.,William Palmer Lord,2011-12-13,2012-12-11,2021-08-03,2021-08-03,https://patents.google.com/patent/US11081239B2/en,https://patentimages.storage.googleapis.com/46/90/04/ed0d203f653268/US11081239-20210803-D00000.png
US-10121244-B2,Transformation determination device and method for determining a transformation for image registration ,Siemens Healthcare Gmbh,"Oxana GRUENWALD, Bernd Schreiber",2015-09-10,2016-08-25,2018-11-06,2018-11-06,https://patents.google.com/patent/US10121244B2/en,https://patentimages.storage.googleapis.com/ee/f8/43/366bcdd1a47805/US10121244-20181106-D00000.png
US-9436924-B2,Automated analyte sensor ordering methods and apparatus ,Ascensia Diabetes Care Holdings Ag,"Mirza Kokic, John Farrell",2012-12-06,2012-12-06,2016-09-06,2016-09-06,https://patents.google.com/patent/US9436924B2/en,https://patentimages.storage.googleapis.com/2b/a2/81/2d693071376fff/US09436924-20160906-D00000.png
US-10691407-B2,"Methods and systems for analyzing speech during a call and automatically modifying, during the call, a call center referral interface ","Kyruus, Inc.","Julie Keunhee Yoo, Graham Stewart Gardner, Vinay Seth Mohta, Jakov Kucan",2016-12-14,2017-12-13,2020-06-23,2020-06-23,https://patents.google.com/patent/US10691407B2/en,https://patentimages.storage.googleapis.com/20/0c/35/da25af23668b99/US10691407-20200623-D00000.png
US-11120906-B2,System for improving patient medical treatment plan compliance ,"Play-it Health, Inc.","Kimberly L. Gandy, George Campbell",2016-10-20,2017-10-20,2021-09-14,2021-09-14,https://patents.google.com/patent/US11120906B2/en,https://patentimages.storage.googleapis.com/c9/06/fb/103ea4bf9611e6/US11120906-20210914-D00000.png
US-10543152-B1,Method and apparatus for providing prescription verification ,Walgreen Co.,"Nichole R. Cotter, Donnamarie A. Christie, Averill D. Gordon",2014-10-22,2014-10-22,2020-01-28,2020-01-28,https://patents.google.com/patent/US10543152B1/en,https://patentimages.storage.googleapis.com/b0/4b/49/5638efe43328c7/US10543152-20200128-D00000.png
US-11071810-B2,"Method for treating dialysate, dialysis system, and method for pre-evaluating dialysis patients for treatment with same ","Fresenius Medical Care Holdings, Inc.",Stephen Merchant,2014-05-29,2018-11-06,2021-07-27,2021-07-27,https://patents.google.com/patent/US11071810B2/en,https://patentimages.storage.googleapis.com/86/f4/36/9048fb6ddda056/US11071810-20210727-D00000.png
US-9847030-B2,Dispatch of automated external defibrillators ,Empire Technology Development Llc,"Rieko Kadobayashi, Tsutomu Miyasato, Noriaki Kuwahara, Masataka Ohira, Noriaki Mitsunaga",2013-11-13,2013-11-13,2017-12-19,2017-12-19,https://patents.google.com/patent/US9847030B2/en,https://patentimages.storage.googleapis.com/e8/72/f0/684bb3743fe509/US09847030-20171219-D00000.png
US-9367061-B2,Medical cart for dispensing medication ,"Enovate Medical, Llc","David R. Miller, Kou Yang, Kurt Ruppenthal",2014-02-07,2014-02-07,2016-06-14,2016-06-14,https://patents.google.com/patent/US9367061B2/en,https://patentimages.storage.googleapis.com/9c/cf/30/3f3d1a3393b906/US09367061-20160614-D00000.png
US-10878956-B2,Directional signal fencing for medical appointment progress tracking ,"Deborah T. Bullington, Andrew B. Bullington","Deborah T. Bullington, Andrew B. Bullington",2017-03-08,2020-04-27,2020-12-29,2020-12-29,https://patents.google.com/patent/US10878956B2/en,https://patentimages.storage.googleapis.com/9e/9e/9e/5c8e42672826b8/US10878956-20201229-D00000.png
US-10528840-B2,Method and system for surgical instrumentation setup and user preferences ,Stryker Corporation,"Brian D. BAILEY, John Thomas SHEN, Hassan H. FARID, Lauren A. STAMPER, Benjamin H. FEINGOLD",2015-06-24,2016-06-23,2020-01-07,2020-01-07,https://patents.google.com/patent/US10528840B2/en,https://patentimages.storage.googleapis.com/0f/96/75/57600a82d71cbb/US10528840-20200107-D00000.png
US-9298885-B2,Medical cart system ,"Huntingdon Telemed, LLC","Thomas Uttley, David Boll, Maynard Payumo, William Rabbitt, James Szpak, Jason Tilk, Robert Vystrcil",2014-04-17,2015-10-22,2016-03-29,2016-03-29,https://patents.google.com/patent/US9298885B2/en,https://patentimages.storage.googleapis.com/d7/7c/3b/cf1ae513bf2bf9/US09298885-20160329-D00000.png
US-8948935-B1,Providing a medical support device via an unmanned aerial vehicle ,Google Inc.,"Eric Peeters, Eric Teller, William Graham Patrick, Sergey Brin",2013-01-02,2013-01-02,2015-02-03,2015-02-03,https://patents.google.com/patent/US8948935B1/en,https://patentimages.storage.googleapis.com/70/b8/3d/92fe9abac73525/US08948935-20150203-D00000.png
US-10248762-B2,System and method of medical device alarm management ,General Electric Company,"Stephen Thomas Treacy, Marriaine Sien Hak, Mary Jane Stover",2016-09-30,2017-10-31,2019-04-02,2019-04-02,https://patents.google.com/patent/US10248762B2/en,https://patentimages.storage.googleapis.com/46/29/eb/2d011fc292cdaa/US10248762-20190402-D00000.png
US-9773281-B1,Accident detection and recovery ,Allstate Insurance Company,Randall M. Hanson,2014-09-16,2014-09-16,2017-09-26,2017-09-26,https://patents.google.com/patent/US9773281B1/en,https://patentimages.storage.googleapis.com/69/a6/3d/3718c7947f9df9/US09773281-20170926-D00000.png
US-10154097-B2,Control of home dialysis machines using a network connected system ,"Fresnius Medical Care Holdings, Inc.","Aiyuan Wang, Martin Joseph Crnkovich, Fei Wang, Sue-Jane Lee, David Yuds, Hak Kan Leung, Jeffrey Tarn",2011-11-17,2018-03-02,2018-12-11,2018-12-11,https://patents.google.com/patent/US10154097B2/en,https://patentimages.storage.googleapis.com/39/c1/a5/7f0bf4d4cec79e/US10154097-20181211-D00000.png
US-11202598-B2,User interfaces for health monitoring ,Apple Inc.,"Christopher D. Soli, Matthew W. Crowley, Bradley W. Griffin",2018-03-12,2018-09-27,2021-12-21,2021-12-21,https://patents.google.com/patent/US11202598B2/en,https://patentimages.storage.googleapis.com/dc/6f/75/f6d06b52b028f9/US11202598-20211221-D00000.png
US-8983682-B1,Unlocking mobile-device and/or unmanned aerial vehicle capability in an emergency situation ,Google Inc.,"Eric Peeters, Eric Teller, William Graham Patrick",2012-12-28,2012-12-28,2015-03-17,2015-03-17,https://patents.google.com/patent/US8983682B1/en,https://patentimages.storage.googleapis.com/db/01/db/2c3121e15d30a3/US08983682-20150317-D00000.png
US-9805624-B2,"Simulated, representative high-fidelity organosilicate tissue models ",Regents Of The University Of Minnesota,"Troy E. Reihsen, Robert M. Sweet, Daniel M. Burke",2011-09-30,2012-09-28,2017-10-31,2017-10-31,https://patents.google.com/patent/US9805624B2/en,https://patentimages.storage.googleapis.com/0c/be/72/62b7988d6a8ece/US09805624-20171031-D00001.png
US-9339210-B2,Device for obtaining a vital sign of a subject ,Koninklijke Philips N.V.,"Gerrit Maria KERSTEN, Ihor Olehovych Kirenko",2013-05-08,2014-04-22,2016-05-17,2016-05-17,https://patents.google.com/patent/US9339210B2/en,https://patentimages.storage.googleapis.com/13/e0/82/d8321daf00d8e7/US09339210-20160517-D00000.png
US-9364714-B2,Fuzzy logic-based evaluation and feedback of exercise performance ,"Zsolutionz, LLC","Sunil Koduri, John Michael Hand, Surendra P. S. Bhatia, Bobby Joe Adams, John W. Ransone, Shalini Koduri",2014-01-14,2014-12-31,2016-06-14,2016-06-14,https://patents.google.com/patent/US9364714B2/en,https://patentimages.storage.googleapis.com/ff/ba/30/01afe2ed5778da/US09364714-20160614-D00000.png
US-9330239-B2,Cloud-based initiation of customized exercise routine ,"Zsolutionz, LLC","Sunil Koduri, Bobby Joe Adams, Surendra P. S. Bhatia, John Michael Hand, Shalini Koduri, John W. Ransone",2014-01-14,2014-12-31,2016-05-03,2016-05-03,https://patents.google.com/patent/US9330239B2/en,https://patentimages.storage.googleapis.com/8d/a2/4f/d18bfeaf181d86/US09330239-20160503-D00000.png
US-10722650-B2,System and method for adjusting therapy based on risk associated with a glucose state ,"Roche Diabetes Care, Inc.","David L. Duke, Abhishek S. Soni",2014-03-28,2014-03-28,2020-07-28,2020-07-28,https://patents.google.com/patent/US10722650B2/en,https://patentimages.storage.googleapis.com/54/5f/01/9ae7c4f02717ec/US10722650-20200728-D00000.png
US-10325682-B2,Test apparatus and methods for ST2 cardiac biomarker ,"Critical Care Diagnostics, Inc.","James V. Snider, Jillian Elizabeth Bender, Shrin P. Kuo, Roy A. Chung",2014-12-11,2018-09-11,2019-06-18,2019-06-18,https://patents.google.com/patent/US10325682B2/en,https://patentimages.storage.googleapis.com/46/e5/07/664ce07d1a0e1b/US10325682-20190618-D00000.png
US-9526420-B2,"Management, control and communication with sensors ",Nortek Security & Control Llc,"Ram David Adva Fish, Henry Messenger",2012-10-26,2013-10-24,2016-12-27,2016-12-27,https://patents.google.com/patent/US9526420B2/en,https://patentimages.storage.googleapis.com/04/f4/40/d08f6cf389e5c4/US09526420-20161227-D00000.png
US-10049457-B2,Automated cephalometric analysis using machine learning ,CephX Technologies Ltd.,"Zeev Abraham, Daniel Abraham",2016-08-29,2016-08-29,2018-08-14,2018-08-14,https://patents.google.com/patent/US10049457B2/en,https://patentimages.storage.googleapis.com/f9/f2/fc/87a4976d51fe84/US10049457-20180814-D00000.png
US-11311230-B2,Medical premonitory event estimation ,Zoll Medical Corporation,"Adam Sullivan, Francesco Nicolo, Steve Szymkiewicz, Gary A. Freeman, Gregory R. Frank, Jason T. Whiting, Steve Ringquist, Thomas E. Kaib, Binwei Weng, Guy R. Johnson",2014-11-14,2019-03-20,2022-04-26,2022-04-26,https://patents.google.com/patent/US11311230B2/en,https://patentimages.storage.googleapis.com/6f/b9/33/fe76f0ffaa8123/US11311230-20220426-D00000.png
US-10610182-B2,Converting low-dose to higher dose 3D tomosynthesis images through machine-learning processes ,"Alara Systems, Inc",Kenji Suzuki,2014-01-15,2016-11-23,2020-04-07,2020-04-07,https://patents.google.com/patent/US10610182B2/en,https://patentimages.storage.googleapis.com/18/24/f6/eb33fe15b09e36/US10610182-20200407-D00000.png
US-10580435-B2,Sentiment analysis of mental health disorder symptoms ,International Business Machines Corporation,"Maryam Ashoori, Benjamin D. Briggs, Lawrence A. Clevenger, Leigh Anne H. Clevenger",2017-06-19,2017-11-27,2020-03-03,2020-03-03,https://patents.google.com/patent/US10580435B2/en,https://patentimages.storage.googleapis.com/a0/42/38/ab90dcbcf98189/US10580435-20200303-D00000.png
US-9623173-B2,Wireless communication for on-body medical devices ,"Becton, Dickinson And Company","Gary Searle, Deborah Burns, Bruce Burns, David Mason, Charles Hwang",2012-03-05,2013-03-05,2017-04-18,2017-04-18,https://patents.google.com/patent/US9623173B2/en,https://patentimages.storage.googleapis.com/ac/e3/cb/3b4d7b4f268616/US09623173-20170418-D00000.png
US-9492138-B2,Mobile front-end system for comprehensive cardiac diagnosis ,Rijuven Corp,Rajeshwar Kapoor,2012-10-15,2014-10-31,2016-11-15,2016-11-15,https://patents.google.com/patent/US9492138B2/en,https://patentimages.storage.googleapis.com/f2/f8/c9/9252fdcfde90fc/US09492138-20161115-D00000.png
US-9373269-B2,Patch pump training device ,Lifescan Scotland Limited,"Eric David Bergman, David Elder",2013-03-18,2013-03-18,2016-06-21,2016-06-21,https://patents.google.com/patent/US9373269B2/en,https://patentimages.storage.googleapis.com/40/bd/4b/9a17930cf36d54/US09373269-20160621-D00000.png
US-10790062-B2,System for tracking and optimizing health indices ,Eugenio Minvielle,Eugenio Minvielle,2013-10-08,2014-10-07,2020-09-29,2020-09-29,https://patents.google.com/patent/US10790062B2/en,https://patentimages.storage.googleapis.com/a9/42/a5/1652fa89347989/US10790062-20200929-D00000.png
US-11101042-B2,Systems and methods for enabling customers to obtain vision and eye health examinations ,"20/20 Vision Center, Llc",Joseph S. Seriani,2012-11-06,2020-11-23,2021-08-24,2021-08-24,https://patents.google.com/patent/US11101042B2/en,https://patentimages.storage.googleapis.com/8e/55/49/3b61fd7a743d5c/US11101042-20210824-D00000.png
US-10278883-B2,"Systems, methods, and devices for assisting walking for developmentally-delayed toddlers ","President And Fellows Of Harvard College, Children's Medical Center Corporation","Conor J. Walsh, Eugene C. Goldfield, Sang-Eun Song, Evelyn Park",2014-02-05,2015-02-05,2019-05-07,2019-05-07,https://patents.google.com/patent/US10278883B2/en,https://patentimages.storage.googleapis.com/5b/6c/79/ff96bb91317a50/US10278883-20190507-D00000.png
US-10366207-B2,Monitoring adherence to a medication regimen using a sensor ,"Kali Care, Inc.",Sina Fateh,2015-02-12,2015-02-12,2019-07-30,2019-07-30,https://patents.google.com/patent/US10366207B2/en,https://patentimages.storage.googleapis.com/3f/ff/bd/74af1bae83d933/US10366207-20190730-D00000.png
US-9913616-B2,Method and system for modeling blood flow with boundary conditions for optimized diagnostic performance ,"Heartflow, Inc.","Timothy A. Fonte, Charles A. Taylor, Hyun Jin Kim, Sophie KHEM",2013-07-30,2014-07-30,2018-03-13,2018-03-13,https://patents.google.com/patent/US9913616B2/en,https://patentimages.storage.googleapis.com/81/a7/a2/b79250ed929099/US09913616-20180313-D00000.png
US-9808148-B2,Spatial 3D sterioscopic intraoral camera system ,Jan Erich Sommers,"Michael L. Miller, Walt Froloff",2013-03-14,2013-03-14,2017-11-07,2017-11-07,https://patents.google.com/patent/US9808148B2/en,https://patentimages.storage.googleapis.com/c0/25/19/d598eb5d4cb59d/US09808148-20171107-D00000.png
US-10166091-B2,Augmented reality dental design method and system ,Trispera Dental Inc.,"George Cowburn, Steven Cowburn, Erin Lenore Derraugh",2014-02-21,2015-02-20,2019-01-01,2019-01-01,https://patents.google.com/patent/US10166091B2/en,https://patentimages.storage.googleapis.com/53/47/ba/fd2e0b2300aefc/US10166091-20190101-D00000.png
US-10255991-B2,"Liquid measurement systems, apparatus, and methods optimized with temperature sensing ",Common Sensing Inc.,"James White, Richard Whalley, Kevin Sihlanick, Matthew Legrand",2014-08-01,2015-08-03,2019-04-09,2019-04-09,https://patents.google.com/patent/US10255991B2/en,https://patentimages.storage.googleapis.com/a6/9f/0e/9b280f230943d3/US10255991-20190409-D00000.png
US-10674951-B2,Portable device for determining physical strength of a user during exercise ,Lg Electronics Inc.,"Seungjin Jang, Jungchae KIM",2015-06-29,2015-11-20,2020-06-09,2020-06-09,https://patents.google.com/patent/US10674951B2/en,https://patentimages.storage.googleapis.com/a9/2a/1a/cbccbb146583ba/US10674951-20200609-D00000.png
US-9901515-B2,Smart cap for medication container ,Perfomance Designed Products LLC,"Tom Roberts, Chris Richards, Steve Lavache, Ireck Briones, Mario Andres Quiros",2015-05-07,2016-05-06,2018-02-27,2018-02-27,https://patents.google.com/patent/US9901515B2/en,https://patentimages.storage.googleapis.com/e4/7f/43/31dc55af7b7050/US09901515-20180227-D00000.png
US-8706204-B2,System and method for observing heart rate of passenger ,"Hyundai Motor Company, Kia Motors Corp., Hyundai Dymos Incorporated, Snu R&Db Foundation","Sang Man Seo, Gil Ju Kim, Tae Hyoung YANG, In Ho Lee, Hee Chan Kim, Seung Woo NOH, Chi Yul YOON",2012-08-03,2012-11-20,2014-04-22,2014-04-22,https://patents.google.com/patent/US8706204B2/en,https://patentimages.storage.googleapis.com/2f/51/6d/13370a27fa80c0/US08706204-20140422-D00000.png
US-9245093-B2,Pill dispensing system and apparatus ,Thomas J Shaw,Thomas J Shaw,2013-03-15,2013-03-15,2016-01-26,2016-01-26,https://patents.google.com/patent/US9245093B2/en,https://patentimages.storage.googleapis.com/9c/ca/e4/36f0ded1379911/US09245093-20160126-D00000.png
US-10499837-B2,Wireless infant health monitor ,"Owlet Baby Care, Inc.","Kurt Gibbons Workman, Tanor G. Hodges, Jacob B. Colvin, Wyatt M. Felt, Jordan J. Monroe, Zachary David Bomsta",2012-08-25,2017-05-12,2019-12-10,2019-12-10,https://patents.google.com/patent/US10499837B2/en,https://patentimages.storage.googleapis.com/f4/c9/c4/6b85dc62264a6f/US10499837-20191210-D00000.png
US-10341439-B2,Semantics support and management in M2M systems ,"Convida Wireless, Llc","Lijun Dong, Dale N. Seed, Guang Lu",2013-05-06,2014-05-06,2019-07-02,2019-07-02,https://patents.google.com/patent/US10341439B2/en,https://patentimages.storage.googleapis.com/ea/64/42/7484c3329d9632/US10341439-20190702-D00000.png
US-10421002-B2,"Equipment, system and method for improving exercise efficiency in a cardio-fitness machine ",Kelly Ann Smith,Kelly Ann Smith,2013-03-11,2016-09-28,2019-09-24,2019-09-24,https://patents.google.com/patent/US10421002B2/en,https://patentimages.storage.googleapis.com/5c/20/f7/66f74b615c71ab/US10421002-20190924-D00000.png
US-9782507-B2,Systems and methods to monitor proper disinfection of needleless connectors ,"Becton, Dickinson And Company","Yiping Ma, S. Ray Isaacson",2012-05-31,2015-11-16,2017-10-10,2017-10-10,https://patents.google.com/patent/US9782507B2/en,https://patentimages.storage.googleapis.com/37/30/5b/1940e891b6f055/US09782507-20171010-D00000.png
US-10758121-B2,System for traumatic brain injury detection using oculomotor tests ,"Board Of Regents, The University Of Texas System, University Of Iowa Research Foundation","Robert Rennaker, Elliot Frohman, Randy Kardon",2014-02-28,2015-02-27,2020-09-01,2020-09-01,https://patents.google.com/patent/US10758121B2/en,https://patentimages.storage.googleapis.com/23/0c/6b/1109c736cd952c/US10758121-20200901-D00000.png
US-10198779-B2,Tracking proximity relationships and uses thereof ,"Blyncsy, Inc.","Mark Eric Pittman, Chris Robison, Justin Cosmano, Patrick Barry Brown, David Jacques Sacharny",2016-06-03,2017-06-02,2019-02-05,2019-02-05,https://patents.google.com/patent/US10198779B2/en,https://patentimages.storage.googleapis.com/a9/48/71/926e4c35cdff16/US10198779-20190205-D00000.png
US-10143405-B2,"Wearable performance monitoring, analysis, and feedback systems and methods ","MAD Apparel, Inc.","Dhananja Jayalath, Christopher Wiebe",2012-11-14,2013-11-13,2018-12-04,2018-12-04,https://patents.google.com/patent/US10143405B2/en,https://patentimages.storage.googleapis.com/c2/a0/d0/27c694a1fc7519/US10143405-20181204-D00000.png
US-10265227-B2,Mobile human-friendly assistive robot ,Rensselaer Polytechnic Institute,"John T. Wen, Jonas Braasch, Utkarsh Sinha, Andrew Cunningham, William H. Keddy-Hector, Daniel C. Kruse, David Whalen, Lu Lu",2014-03-21,2015-03-20,2019-04-23,2019-04-23,https://patents.google.com/patent/US10265227B2/en,https://patentimages.storage.googleapis.com/52/a1/8e/946fe94eef664f/US10265227-20190423-D00000.png
US-11197963-B2,Device for attachment to an injection device ,Sanofi-Aventis Deutschland Gmbh,"Michael Helmer, Stefan Wendland",2015-09-23,2016-09-20,2021-12-14,2021-12-14,https://patents.google.com/patent/US11197963B2/en,https://patentimages.storage.googleapis.com/99/f4/9d/9869f3a63e42fa/US11197963-20211214-D00000.png
US-9375143-B2,Electronic apparatus and communication control method ,Kabushiki Kaisha Toshiba,"Takaya Matsuno, Shingo Suzuki, Yusaku KIKUGAWA, Koji Yamamoto, Kentaro Takeda, Takashi Sudo, Tadashi Amada, Yasuhiro Kanishima, Chikashi Sugiura",2013-04-26,2013-11-06,2016-06-28,2016-06-28,https://patents.google.com/patent/US9375143B2/en,https://patentimages.storage.googleapis.com/69/5d/22/3943f85a692499/US09375143-20160628-D00000.png
US-10945680-B2,Activity based medical monitoring ,"Aura Home, Inc.","Ophir Frieder, Eric Jensen, Abdur Chowdhury, Ben Cherry, Matt Sanford",2013-10-10,2020-09-30,2021-03-16,2021-03-16,https://patents.google.com/patent/US10945680B2/en,https://patentimages.storage.googleapis.com/5f/7a/fd/ff71574709eb0a/US10945680-20210316-D00000.png
US-10169662-B2,Remote biometric monitoring system ,Google Llc,"Paul Joseph Silberschatz, David Carl JANSSENS, Evan David Shapiro, Adam Daniel CARLUCCI",2015-06-15,2016-06-14,2019-01-01,2019-01-01,https://patents.google.com/patent/US10169662B2/en,https://patentimages.storage.googleapis.com/93/92/c5/15d6491cc79702/US10169662-20190101-D00000.png
US-10994078-B2,Infusion pump assembly and method ,"Bigfoot Biomedical, Inc.","Mark C. Estes, Wenkang Qi, David Thrower",2014-08-06,2018-10-23,2021-05-04,2021-05-04,https://patents.google.com/patent/US10994078B2/en,https://patentimages.storage.googleapis.com/00/de/ce/cca23feb82155e/US10994078-20210504-D00000.png
US-9727779-B2,Motion information processing apparatus ,Toshiba Medical Systems Corporation,"Kazuki UTSUNOMIYA, Kousuke Sakaue, Satoshi Ikeda, Hayato KONISHI",2013-01-23,2015-07-21,2017-08-08,2017-08-08,https://patents.google.com/patent/US9727779B2/en,https://patentimages.storage.googleapis.com/4f/76/10/142dbdab0a1952/US09727779-20170808-D00000.png
US-10347010-B2,Anomaly detection in volumetric images using sequential convolutional and recurrent neural networks ,"Realize, Inc.","Alexander Risman, Sea Chen",2016-09-21,2017-09-26,2019-07-09,2019-07-09,https://patents.google.com/patent/US10347010B2/en,https://patentimages.storage.googleapis.com/89/fe/f3/aabafee8826b8d/US10347010-20190709-D00000.png
US-9882592-B2,"Method, apparatus, and computer program product for tag and individual correlation ",Zih Corp.,"James J. O'Hagan, Michael A. Wohl",2013-06-06,2016-08-25,2018-01-30,2018-01-30,https://patents.google.com/patent/US9882592B2/en,https://patentimages.storage.googleapis.com/d5/50/ae/201ede02e99783/US09882592-20180130-D00000.png
US-9213803-B2,"System and method for collecting, analyzing and reporting fitness activity data ",David Rolley,David Rolley,2013-05-02,2014-05-02,2015-12-15,2015-12-15,https://patents.google.com/patent/US9213803B2/en,https://patentimages.storage.googleapis.com/23/4d/78/2e01ec672efa58/US09213803-20151215-D00000.png
US-10799186-B2,Detection of disease conditions and comorbidities ,Newton Howard,Newton Howard,2016-02-12,2017-02-13,2020-10-13,2020-10-13,https://patents.google.com/patent/US10799186B2/en,https://patentimages.storage.googleapis.com/82/53/1c/91325fec6e0bba/US10799186-20201013-D00000.png
US-10188793-B2,"Insulin on board calculation, schedule and delivery ","Bigfoot Biomedical, Inc.",Bryan Mazlish,2014-06-10,2015-06-08,2019-01-29,2019-01-29,https://patents.google.com/patent/US10188793B2/en,https://patentimages.storage.googleapis.com/1a/cd/08/3ce1fbefb3c9ea/US10188793-20190129-D00001.png
US-10229465-B2,Method and apparatus for emergency response notification ,"Emergency University, Inc.","Odelia BRAUN, Doron Braun",2013-06-07,2017-03-29,2019-03-12,2019-03-12,https://patents.google.com/patent/US10229465B2/en,https://patentimages.storage.googleapis.com/c5/79/c8/21d481aef4f8eb/US10229465-20190312-D00000.png
US-8812428-B2,Systems and methods for assessment of fatigue-related contextual performance using historical incident data ,"Pulsar Informatics, Inc.","Daniel Joseph Mollicone, Christopher Grey MOTT",2010-09-20,2011-09-19,2014-08-19,2014-08-19,https://patents.google.com/patent/US8812428B2/en,https://patentimages.storage.googleapis.com/17/28/0c/96bb0dac9dbf7b/US08812428-20140819-D00000.png
US-10524742-B2,System and method for determining an orthodontic diagnostic analysis of a patient ,"Ortho-Tain, Inc.",Earl O. Bergersen,2014-06-03,2017-06-12,2020-01-07,2020-01-07,https://patents.google.com/patent/US10524742B2/en,https://patentimages.storage.googleapis.com/bd/64/94/f9f14156a3a446/US10524742-20200107-D00000.png
US-10670611-B2,Cardiovascular risk event prediction and uses thereof ,"Somalogic, Inc.","David Sterling, Shintaro Kato, Edward N. Brody, Stephen A. Williams",2014-09-26,2014-11-03,2020-06-02,2020-06-02,https://patents.google.com/patent/US10670611B2/en,https://patentimages.storage.googleapis.com/15/8b/dd/a91cab69833e9a/US10670611-20200602-D00001.png
